suite,count,errors,ttfb_p50_ms,ttfb_p95_ms,ttfb_p99_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,tokens_avg,tokens_per_sec_avg,tokens_per_sec_p50
stress,3,0,24.91,31.04,31.04,9971.03,12333.18,12333.18,832.7,81.0,81.0
