suite,count,errors,ttfb_p50_ms,ttfb_p95_ms,ttfb_p99_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,tokens_avg,tokens_per_sec_avg,tokens_per_sec_p50
stress,3,0,48.14,48.84,48.84,12101.4,12549.15,12549.15,887,79.6,79.6
