suite,count,errors,ttfb_p50_ms,ttfb_p95_ms,ttfb_p99_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,tokens_avg,tokens_per_sec_avg,tokens_per_sec_p50
stress,3,0,45.23,46.04,46.04,8830.23,11774.95,11774.95,772.3,79.7,79.6
